Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,AL,2023,"12        ",Male,18,Ambidextrous,185,,188,1,,3,1,1,Baseball/Softball,0,0,0,00,0,0,idk,"Same length",idk,idk,"Index finger",March,Summer,Yes,No,Poultry,Water,Art,8,10,4,"Yes - broadband connection",Other,14,15,1,1,1,1,1,1,1,1,1,1,1,1,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Rich,Politician,"Arts, culture, sports"
USA,AL,2023,"12        ",Male,18,Right-Handed,182,24.2,91,1,Car,20,0.7,30,Other,10,10,7,6,6,6,24,"Right foot",99,98,"Ring finger",January,Fall,No,No,"Rice/Noodle dishes",Water,Science,9,10,4,"Yes - broadband connection","In person",100,100,8,8,6,5,5,5,3,4,6,4,12,2,Some,"Graduate degree",Reggae,Fly,Happy,"Sports person","Arts, culture, sports"
USA,AL,2021,"12        ",Female,17,Right-Handed,165,24.5,164,3,"Rail (Train/Tram/Subway)",30,0.37,37,Skateboarding/Rollerblading,900,300,680,680,1000,1000,24.5,"Same length",90,90,"Same length",July,Spring,No,No,Meat,Tea,Art,4.5,10,4,"Yes - broadband connection","Text messaging",500,500,10,7,3,7,0,0,56,56,56,0,0,0,"Very little","Graduate degree","Rap/Hip hop","Freeze time",Rich,Other,"International aid"
USA,AL,2022,"12        ",Male,18,Right-Handed,176,31,177,1,Car,10,.31,46,Baseball/Softball,0,0,0,0,0,0,31,"Same length",8.7,8.7,"Same length",October,Summer,Yes,No,Meat,Water,"Physical education",6,9,4,"Yes - broadband connection","Text messaging",40,50,10,10,9,9,9,9,9,9,9,9,9,9,"Very little","Undergraduate degree","Rap/Hip hop",Invisibility,Rich,"Sports person",Religious
USA,AL,2010,"12        ",Female,17,Right-Handed,68,27,166,1,Car,15,.625,45,Soccer,412,406,390,,786,781,26.5,"Right foot",71,65,"Index finger",February,,Yes,No,Salads,Water,"Social studies",6,8,5,"Yes - broadband connection","Text messaging",60,60,9,1,10,3,6,0,3,3,5,1,7,1,"A lot","Graduate degree","Rock and roll",Invisibility,Happy,Politician,Health
USA,AL,2023,"12        ",Male,18,Left-Handed,175.2,22.86,,2,Car,15,0.423,46,Soccer,679,786,845,583,968,1000,22.87,"Left foot",40,30,"Ring finger",October,Summer,No,No,Poultry,Water,History,8,6,5,"Yes - broadband connection","Text messaging",0,0,2,2,4,7,5,2,2,0,6,3,7,4,Some,"Some college",,Fly,Happy,"Business person","Education/Youth development"
USA,AL,2022,"12        ",Male,17,Ambidextrous,191,28,170,2,Car,9,0.28,42,None,882,433,112,193,1000,1000,28,"Same length",80,93,"Ring finger",May,Winter,Yes,No,Meat,Milk,Music,5,9,3,"Yes - broadband connection","Internet chat or instant messaging",3,7,10,1,20,4,1,43,28,32,48,3,0,2,"A lot","High school","Heavy metal",Invisibility,Happy,Friend,"Wildlife, animals"
USA,AL,2023,"12        ",Male,17,Right-Handed,172.7,25.4,180,0,Car,8,0.398,48,Athletics,310,861,1000,545,294,193,170,"Right foot",70mm,80mm,"Ring finger",March,Summer,Yes,No,Poultry,"Sports drink","Physical education",9,11,4,"Yes - broadband connection","Text messaging",30,20,3,8,4,9,9,1,1,1,1,3,0,2,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Happy,"Sports person","Education/Youth development"
USA,AL,2022,"12        ",Female,17,Right-Handed,177,24,50,1,Car,2,,0.44,Walking/Hiking,583,797,310,524,856,1000,24,"Same length",170,170,"Same length",June,Fall,Yes,No,"No favorite",Water,Other,7,9,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",30,27,20,1,1,1,10,0,20,5,10,10,15,5,"Very little","Some college",Pop,Invisibility,Happy,Relative,Health
USA,AL,2022,"12        ",Male,18,Right-Handed,177.8,28,,1,Bus,"20 ",0.29,60,Soccer,1000,1000,1000,1000,500,500,28,"Same length",60,70,"Ring finger",May,Summer,No,No,Poultry,Water,Art,5,7,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",0,3,0,2,6,7,0,20,10,0,40,4,0,5,"A lot","High school","Punk rock","Freeze time",Happy,"Musician or singer","International aid"
USA,AL,2023,"12        ",Male,17,Right-Handed,180,31,165,1,Car,12,.28,4,Baseball/Softball,565,943,542,764,784,871,34,"Left foot",90,90,"Ring finger",April,Summer,Yes,No,Meat,"Soft drink (caffeinated)",Art,6,8,4,"Yes - broadband connection","In person",29,28,10,1,0,10,24,0,6,2,20,1,2,1,"Very little","Some college",Classical,Fly,Happy,"Musician or singer",Environment
USA,AL,2023,"12        ",Male,16,Right-Handed,180.3,25,185,1,Car,"25 ",0.34,60,Other,700,700,800,800,300,800,24.8,"Right foot",70,70,"Same length",July,Winter,No,No,Meat,Water,Other,7,9-10,5,"Yes - dial-up connection","In person",10,10,2,10,1,10,4,1,10,2,16,10,0,1,Some,"Some college","Rap/Hip hop",Invisibility,Rich,"Business person",Religious
USA,AL,2023,"12        ",Male,18,Right-Handed,172,25,167,1,Bus,12,0.337,40,Swimming,500,100,150,300,900,600,25.5,"Right foot",65,75,"Ring finger",May,Winter,No,No,Pizza/Pasta,Water,History,4,5,5,"Yes - broadband connection","Internet chat or instant messaging",10,20,12,15,0,15,2,12,5,20,50,12,20,3,"A lot","Some college",Other,"Freeze time",Happy,"Community leader or elder",Environment
USA,AL,2022,"12        ",Male,16,Right-Handed,178,25,163,1,Car,15,.733,75,"Football (American)",100,150,200,100,500,750,25,"Left foot",71,65,"Index finger",April,Summer,No,No,Meat,Tea,Other,7,6,5,"Yes - broadband connection","Cell phone",10,15,15,0,4,6,3,0,0,1,2,1,20,1,Some,"Undergraduate degree",Country,"Freeze time",Happy,Relative,Religious
USA,AL,2021,"12        ",Female,17,Right-Handed,5�6,9,68,2,Car,12,0.378,41,Dancing,1000,1000,1000,1000,1000,1000,10,"Left foot",3mm,3mm,"Same length",June,Summer,Yes,No,Desserts,Juice,"Physical education",10,11,3,"Yes - broadband connection","Text messaging",50,60,12,12,11,12,5,10,2,10,3,10,,5,Some,"Graduate degree",Gospel,Telepathy,Rich,"Religious figure",Religious
USA,AL,2022,"12        ",Female,18,Left-Handed,170,24,169,1,Car,10min,1.742,38,Basketball,481,358,182,1000,1000,1000,24,"Same length",10,6,"Same length",September,Spring,Yes,No,Pizza/Pasta,Water,Music,6,4,5,"Yes - dial-up connection","In person",20,10,5,7,4,7,7,7,1,7,7,7,1,7,"A lot","Some college",Pop,Fly,Happy,Relative,"Education/Youth development"
USA,AL,2018,"8         ",Male,14,Right-Handed,70,27,181,1,Bus,30,0.42,50,Basketball,1000,980,1000,950,750,750,27,"Same length",95,95,"Ring finger",September,Summer,No,No,Meat,Water,"Mathematics and statistics",8,7,3,"Yes - broadband connection","Text messaging",275,275,40,6,2.5,8,3.75,30,30,30,35,45,4,6,"Very little","Undergraduate degree","Rap/Hip hop",Invisibility,Healthy,Relative,"International aid"
USA,AL,2010,"12        ",Male,18,Right-Handed,85,35.9,190,1,Car,10,.297,55,"Football (American)",130,107,463,,911,927,35.6,"Right foot",95,100,"Ring finger",October,Fall,Yes,No,Meat,Water,Music,6,11,5,"Yes - broadband connection","In person",30,29,50,2,0,32,14,2,2,2,15,20,0,5,"Very little","Undergraduate degree","Rock and roll",Fly,Happy,Other,Religious
USA,AL,2015,"12        ",Male,17,Right-Handed,180,28,176,1,Car,6,0.853,56,None,,,,,,,28,"Same length",80,75,"Ring finger",August,Winter,No,No,Meat,"Soft drink (caffeinated)","Mathematics and statistics",9,6,6,"Yes - other","Cell phone",5,6,8,1,2,6,8,0,4,2,4,4,20,1,Some,"Some college",Country,"Super strength",Rich,Other,"Wildlife, animals"
USA,AL,2023,"12        ",Female,17,Right-Handed,165.1,17.78,67,1,Car,30,0.427,73,"Football (American)",492,647,749,1000,305,353,19,"Same length",137,136,"Same length",April,Fall,Yes,No,Breads/Sandwiches,"Soft drink (caffeinated)",Music,"8 ",6,5,"Yes - other",Other,"100 ",105,7,14,4,4,2,0,10,10,5,5,6,2,Some,"Graduate degree",Country,Telepathy,Happy,Relative,"Arts, culture, sports"
USA,AL,2022,"12        ",Female,17,Left-Handed,180,26.7,27.9,1,Car,20,25,42,Athletics,1000,1000,1000,1000,1000,1000,26.7,"Same length",3.2,3.4,"Index finger",July,Summer,No,No,Meat,Water,Science,2,2,3,"Yes - broadband connection","Cell phone",25,21,8,5,2,4,7,7,5,9,3,2,1,1,"A lot","High school","Rhythm and blues (R&B)","Super strength",Happy,Friend,Health
USA,AL,2015,"12        ",Male,17,Left-Handed,183,30,,1,Car,10,0.782,59,Swimming,,,,,,,30,"Same length",70,68,"Index finger",April,Fall,No,No,Poultry,Water,Science,8,9,4,"Yes - other","Text messaging",150,150,10,1,5,5,2,0,5,5,5,3,15,5,"A lot","Graduate degree",Country,Telepathy,Happy,Actor,"International aid"
USA,AL,2015,"12        ",Male,17,Right-Handed,252.4,29,174,1,Car,5,.441,51,"Football (American)",650,800,1000,900,400,1000,29,"Same length",8.5,8.9,"Ring finger",August,Fall,No,No,Seafood,Water,Science,8,10,1,"Yes - broadband connection","Text messaging",75,75,12,5,4,0,10,10,8,15,7,0,25,0,"A lot","Graduate degree","Rap/Hip hop",Fly,Rich,"Coach or club leader","Wildlife, animals"
USA,AL,2022,"12        ",Male,18,Right-Handed,193,11,198,1,Car,15,0.236,32,Bowling,254,254,1000,845,273,524,11,"Same length",80,85,"Ring finger",January,Winter,No,No,Meat,"Sports drink",Science,6-7,4-5,3,"Yes - other","Text messaging",100,115,12,36,0,0,3,54,20,40,54,0,15-20,0,Some,"High school","Rap/Hip hop",Invisibility,Happy,Relative,Health
USA,AL,2021,"12        ",Male,18,Right-Handed,182,28,,1,Car,5,0.152,41,"Martial Arts",508,802,497,513,1000,1000,28,"Same length",76,76,"Same length",October,Fall,No,No,Meat,Milk,"Computers and technology",6,8,5,"Yes - broadband connection","Text messaging",50,50,12,2,17,24,38,20,50,28,100,24,40,50,Some,"Undergraduate degree",Other,Telepathy,Rich,Relative,"Education/Youth development"
USA,AL,2023,"12        ",Female,17,Right-Handed,5''8,26.67,5''8,1,Car,10,0.798,15,Swimming,50,50,50,50,100,100,"25.4 ","Right foot",5,5,"Same length",May,Fall,No,No,Breads/Sandwiches,"Soft drink (caffeinated)",English,"8 ",10,7,"Yes - other","Internet chat or instant messaging","6 ",5,9,0,2,9,0,0,7,1,0,0,10,0,"A lot","Graduate degree",Pop,Invisibility,Happy,Other,Health
USA,AL,2021,"12        ",Male,17,Left-Handed,185,28,,1,Car,4,0.377,39,None,540,610,439,139,70,556,28,"Same length",,,"Ring finger",May,Spring,No,No,Poultry,"Soft drink (caffeinated)","Computers and technology",6,4,4,"Yes - other","Text messaging",14,30,8,2,2,3,1,12,20,20,30,8,20,4,Some,"Graduate degree","Rock and roll","Freeze time",Rich,"Business person",Health
USA,AL,2010,"12        ",Male,18,Right-Handed,178,27,185,1,Car,20,.344,53,Golf,400,400,400,,800,800,27,"Same length",8,8.5,"Ring finger",October,Spring,No,No,Poultry,Water,History,9,9,5,"Yes - broadband connection","Cell phone",34,31,12,3,1,3,3,3,3,3,3,3,15,1,Some,"Graduate degree","Rock and roll","Freeze time",Happy,"Musician or singer",Environment
USA,AL,2018,"8         ",Female,14,Right-Handed,162,21,173,1,Bus,69,0.477,44,Gymnastics,500,642,1000,1000,433,1000,21,"Same length",80,75,"Index finger",November,Summer,No,No,Fruit,Juice,Music,6,3,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",165,178,4,35,1,5,2,0,20,20,0,3,0,60,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,"Musician or singer",Other
USA,AL,2023,"12        ",Male,18,Right-Handed,160,27,167,1,Car,5,0.27,66,"Football (American)",1,2,10,22,12,2121,28,"Right foot",50,50,"Index finger",November,Summer,No,No,Meat,"Soft drink (caffeinated)","Physical education",5,5,4,"No internet connection","Text messaging",3,2,4,3,0,1,2,3,4,3,5,5,5,5,"A lot",Other,Country,"Super strength",,"Sports person",Religious
USA,AL,2010,"12        ",Male,18,Right-Handed,76,31,172,1,Car,15,.391,47,Other,107,107,118,,909,1000,30.8,"Right foot",75,85,"Ring finger",September,Spring,No,No,Seafood,Water,History,7,12,3,"Yes - broadband connection","Text messaging",20,21,50,3,0,17,17,0,10,25,35,20,20,5,Some,"Graduate degree","Rhythm and blues (R&B)",Telepathy,Rich,"Business person",Other
USA,AL,2023,"12        ",Female,17,Right-Handed,170.2,24,165,1,Car,10,0.338,45,Soccer,500,50,675,450,300,1000,22.5,"Right foot",70,70,"Same length",September,Summer,Yes,No,Meat,Water,English,7,9,5,"Yes - broadband connection","Text messaging",10,15,30,7,0,3,8,1,25,1,25,2,8,1,None,"Graduate degree","Rhythm and blues (R&B)",Telepathy,Happy,Friend,"Wildlife, animals"
USA,AL,2023,"12        ",Male,17,Right-Handed,188.3,26.67,188.3,1,Car,2,0.9,0.9,"Football (American)",1000,100,100,100,100,1000,188.3,"Same length",8,8.3,"Same length",June,Summer,No,No,Meat,Water,Other,2,2,4,"Yes - other","In person",44,444,2,4,1,1,4,32,2,4,4,4,4,4,"A lot","Graduate degree","Rap/Hip hop",Fly,Rich,Actor,"Arts, culture, sports"
USA,AL,2022,"12        ",Male,17,Right-Handed,183cm,28.3,170cm,1,Car,15,0.311,31,Basketball,1000,1000,1000,1000,650,750,28.3,"Same length",2000,20000,"Same length",June,Fall,No,No,Desserts,Water,"Physical education",6-7,8-10,6,"Yes - other","Text messaging",134,149,10,10,2,0,10,8,12,4,4,2,25,4,Some,Other,"Rap/Hip hop",Telepathy,Happy,Other,Environment
USA,AL,2018,"8         ",Male,14,Right-Handed,174,177,197,1,Bus,30,0.658,68,"Football (American)",1000,500,1000,500,0,5,177,"Same length",102,105,"Ring finger",January,Spring,No,No,Meat,"Sports drink",,7,9,5,"Yes - broadband connection","In person",40,50,6,10,1,3,1,3,24,12,1,2,1,3,"Very little","Graduate degree","Rap/Hip hop","Freeze time",Rich,"Sports person","Arts, culture, sports"
USA,AL,2010,"12        ",Female,17,Right-Handed,168,23,173,1,Car,18,.467,50,Gymnastics,545,631,733,,920,925,23,"Same length",79,76,"Index finger",August,Summer,Yes,No,Seafood,"Sports drink","Mathematics and statistics",8,10,6,"Yes - broadband connection","In person",73,67,10,1,4,15,0,0,3,20,4,2,1,1,Some,"Undergraduate degree","Rap/Hip hop",Invisibility,Happy,Relative,Health
USA,AL,2023,"12        ",Male,18,Right-Handed,180,30,49,1,Car,20,0.651,43,Basketball,497,1000,1000,781,428,791,30,"Same length",,82,"Same length",December,Winter,Yes,No,Meat,Water,History,5,8,3,"Yes - other","Cell phone",4,8,15,2,0,12,40,3,1,1,30,1,0,20,Some,"High school","Rap/Hip hop",Fly,Happy,Relative,Health
USA,AL,2023,"12        ",Male,17,Right-Handed,177,22.86,166,1,Car,14,0.445,36,Other,738,701,273,134,422,561,25,"Right foot",79,88,"Ring finger",February,Fall,Yes,No,"Rice/Noodle dishes",Juice,"Social studies",6,8,4,"Yes - other","Cell phone",15,25,20,14,4,5,4,24,12,12,14,12,35,14,Some,"Graduate degree",Jazz,Invisibility,Happy,"Business person",Other
USA,AL,2022,"12        ",Male,17,Right-Handed,178,27,180,1,Car,15,0.433,40,"Football (American)",0,0,0,0,500,1000,28,"Left foot",80,70,"Index finger",April,Winter,No,No,Seafood,Juice,History,6,8,3,"Yes - other","Text messaging",15,20,20,3,6,5,7,2,9,3,6,2,16,4,Some,"Graduate degree",Country,Fly,Healthy,Friend,"Wildlife, animals"
USA,AL,2023,"12        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AL,2022,"12        ",Male,17,Right-Handed,158,23.49,170.1,1,Car,15,0.313,58,"Football (American)",701,487,861,861,1000,1000,22.86,"Right foot",76,83,"Ring finger",March,Winter,Yes,No,"Rice/Noodle dishes",Water,History,4,12,4,"Yes - broadband connection",Other,10,5,0,1,0,2,0,5,5,0,0,5,6,1,"A lot","Undergraduate degree","Rap/Hip hop",Fly,Healthy,"Religious figure","International aid"
USA,AL,2023,"12        ",Female,18,Left-Handed,5'6,24cm,20cm,1,Bus,15min,0.544,43,Basketball,497,48,53,904,75,979,22cm,"Right foot",4.5,5,"Index finger",January,Fall,Yes,No,"Rice/Noodle dishes",Water,"Computers and technology","7 ",10,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",none,16,0,3,2,7,0,0,7,6,7,1,0,4,Some,"Graduate degree","Rap/Hip hop","Super strength",Healthy,Relative,"International aid"
USA,AL,2022,"12        ",Female,18,Right-Handed,163,244,76,1,Car,15,0.338,6,Athletics,4,3,1,2,5,6,21,"Left foot",720,720,"Same length",November,Summer,Yes,No,Poultry,"Sports drink",Science,6,10,3,"Yes - broadband connection","Text messaging",25,50,1,3,3,2,15,0,3,1,10,2,12,0,"Very little","Graduate degree","Rhythm and blues (R&B)",Fly,Happy,Relative,"International aid"
USA,AL,2022,"12        ",Male,17,Ambidextrous,175,31,182.8,1,Car,35,0.275,34,Other,610,492,727,615,904,1000,30,"Right foot",107,84,"Index finger",July,Summer,Yes,No,Meat,Water,Music,5,8,4,"Yes - broadband connection","Text messaging",4,6,2,1,4,1,6,20,2,2,1,20,20,3,Some,"Graduate degree",Jazz,Invisibility,Rich,Relative,"Wildlife, animals"
USA,AL,2023,"12        ",Male,17,Right-Handed,190.5,30,,1,Car,7,,,Basketball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AL,2023,"12        ",Male,19,Right-Handed,5'11,10,"180 ",1,Car,10,0.684,56,"Football (American)",500,408,300,400,200,1000,10,"Same length",21,8,"Index finger",October,Summer,No,No,Seafood,Tea,"Mathematics and statistics",8,7,2,"Yes - broadband connection","Text messaging",35,35,6,10,0,64,18,10,12,24,10,48,0,64,"A lot","Graduate degree","Rap/Hip hop",Fly,Rich,Actor,Religious
USA,AL,2015,"12        ",Male,16,Right-Handed,177.8,28,182.8,2,Bus,15,0.744,"47 ",Soccer,,,,,,,28,"Same length",91,93,"Ring finger",July,Summer,No,No,Other,Water,"Mathematics and statistics",8,10,5,"Yes - other","In person",100,120,12,0,6,7,8,1,3,9,18,2,0,4,"Very little",Other,Other,Fly,Healthy,Relative,"International aid"
USA,AL,2022,"12        ",Female,16,Right-Handed,165,19.05,0,1,Car,"10 ",0.352,34,Dancing,354,358,631,957,658,1000,19,"Right foot",76.2,60,"Index finger",May,Summer,No,No,Pizza/Pasta,"Sports drink",Other,5,4,2,"Yes - other","Text messaging",50,60,60,10,3,5,1,6,10,24,30,5,0,0,"A lot","Some college","Rap/Hip hop",Invisibility,Happy,Friend,"Wildlife, animals"
USA,AL,2023,"12        ",Male,17,Right-Handed,178,26.8,178,1,Car,20,0.231,65,Baseball/Softball,0,0,250,0,250,1000,26.8,"Same length",67,70,"Ring finger",March,Spring,No,No,"No favorite","Soft drink (caffeinated)",Other,8.5,9.5,3,"Yes - broadband connection","Internet chat or instant messaging",3,4,5,0,0,8,24,0,6,0,0,3,0,0,"Very little","Undergraduate degree",,"Super strength",Rich,Relative,Religious
USA,AL,2023,"12        ",Male,17,Right-Handed,180,30,195,1,Car,15,0.3,87,Baseball/Softball,492,481,561,567,171,428,30,"Same length",75,77,"Ring finger",May,Summer,No,No,Meat,Water,"Physical education",7,8,6,"Yes - broadband connection","In person",30,30,10,1,0,2,12,0,8,1,8,1,0,1,"Very little","Graduate degree","Rap/Hip hop",Invisibility,Rich,Relative,Religious
USA,AL,2022,"12        ",Female,17,Right-Handed,167.4,23.5,165,2,Car,15,0.374,60,Walking/Hiking,1000,600,200,500,800,1000,23,"Right foot",,,,August,Summer,No,No,Poultry,Water,Art,7,10,3,"Yes - other","Cell phone",30,20,4,3,1,1,3,3,5,1,6,1,1,1,"A lot","Some college",Other,Invisibility,Rich,Actor,Environment
USA,AL,2022,"12        ",Female,17,Right-Handed,185.4,,,1,Car,15,0.4,42,Walking/Hiking,668,743,797,866,508,684,,,8.5,8.5,"Same length",March,Summer,No,No,Pizza/Pasta,Water,Art,6,10,5,"Yes - broadband connection","Cell phone",100,100,48,80,15,10,20,15,40,80,90,45,40,30,"A lot","Some college",Other,Invisibility,Rich,Other,"Arts, culture, sports"
USA,AL,2022,"12        ",Male,18,Left-Handed,182,30,188,1,Car,15,0.3,33,Baseball/Softball,150,136,289,453,678,886,31,"Left foot",66,63,"Index finger",September,Summer,No,No,Meat,Water,"Physical education",7,9,4,"Yes - other",Telephone,9,12,10,2,0,2,10,0,2,2,4,3,18,4,Some,"Graduate degree",Country,Fly,Rich,"Business person",Other
USA,AL,2023,"12        ",Male,18,Right-Handed,6'1,12,183,1,Car,5,0.29,20,Basketball,600,200,1000,1000,100,500,12,"Same length",9,9,"Same length",September,Summer,Yes,No,Meat,Water,Art,7,9,6,"Yes - other","In person",20,50,8,0,0,2,15,0,5,7,6,1,40,1,Some,"Graduate degree","Rap/Hip hop",Invisibility,Rich,"Musician or singer",Health
USA,AL,2023,"12        ",Male,18,Right-Handed,175,24,179,1,Car,10,0.326,30,None,50,50,100,100,100,100,24,"Same length",76,79,"Ring finger",November,Fall,No,No,"Rice/Noodle dishes",Water,Other,7,7,5,"Yes - broadband connection","Text messaging",20,20,0,2,0,3,0,5,0,3,5,0,0,3,None,"High school",Other,"Super strength",Happy,"Community leader or elder",Health
USA,AL,2022,"12        ",Male,18,Right-Handed,6'2,34.29,"6 ft",2,Car,"3 ",0.594,0.346,Other,1000,1000,1000,524,1000,1000,39.24,"Same length","9 cm",8,"Index finger",August,Summer,No,No,"Rice/Noodle dishes",Tea,Other,9,10,3,"Yes - other","Text messaging",50,30,5,7,0,4,3,0,3,7,2,3,5,1,"A lot","High school",Country,Telepathy,Rich,Other,"Wildlife, animals"
USA,AL,2023,"12        ",Female,17,Right-Handed,177.8,24.63,152.4,1,Car,20,0.439,52,Baseball/Softball,503,690,545,535,358,455,25.4,"Left foot",210.8,165.1,"Index finger",May,Spring,Yes,No,Desserts,Coffee,Other,8,10,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",6,15,20,3,5,10,20,5,9,6,10,4,5,0,Some,,Country,Telepathy,Healthy,Other,"Arts, culture, sports"
USA,AL,2022,"12        ",Female,18,Right-Handed,160,30.5,160,1,Car,18,0.757,45,Dancing,100,150,500,200,780,980,30,"Right foot",60,60,"Index finger",October,Fall,No,No,"Rice/Noodle dishes",Tea,History,7,5,5,"Yes - dial-up connection","Text messaging",83,123,10,1,0,4,0,0,0,1,3,1,22,1,Some,"Graduate degree",Country,"Freeze time",Healthy,Relative,Health
USA,AL,2021,"12        ",Male,16,Right-Handed,175,25,170,3,"Rail (Train/Tram/Subway)",35,0.227,,Basketball,,,,,,,25,"Same length",90,100,"Ring finger",April,Spring,Yes,No,"Rice/Noodle dishes",Water,Other,4,7,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",40,25,0,,,,,,,,,,,,,,,,,,
USA,AL,2010,"12        ",Male,18,Right-Handed,189,30,185,1,Car,7,2.18,35,"Football (American)",100,300,200,,900,1000,29,"Right foot",7.6,8,"Ring finger",May,Summer,Yes,No,Seafood,Water,History,6,9,6,"Yes - broadband connection","Text messaging",64,68,8,1,2,8,7,2,1,2,2,3,0,1,Some,"Graduate degree",Country,"Freeze time",Happy,"Coach or club leader","Wildlife, animals"
USA,AL,2022,"12        ",Female,18,Right-Handed,152,21,154,1,Car,10,0.648,41,Other,1000,75,95,80,50,0,20,"Right foot",70,65,"Index finger",September,Spring,No,No,"Rice/Noodle dishes",Tea,English,"7 1/2",10,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",10,20,10,4,1,3,7,0,20,10,50,10,0,2,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Happy,Friend,Health
USA,AL,2015,"12        ",Female,16,Right-Handed,180,26,164,1,Car,15,.698,49,Other,,,,,,,26,"Same length",75,72,"Index finger",April,Fall,No,No,"No favorite",Water,English,6,9,4,"Yes - broadband connection",,500,600,18,2,6,5,10,0,16,18,4,2,0,1,"A lot","Graduate degree",Other,Telepathy,Happy,Relative,"International aid"
USA,AL,2015,"12        ",Female,16,Right-Handed,149.9,23,141,2,Car,15,.899,55,Running/Jogging,,,,,,,23,"Same length",60,70,"Ring finger",March,Summer,No,No,Pizza/Pasta,Water,"Computers and technology",6,9,7,"Yes - dial-up connection","Cell phone",20,35,3,1,10,4,12,0,1,14,24,1,0,24,Some,"Graduate degree",Pop,Fly,Healthy,"Sports person","International aid"
USA,AL,2023,"12        ",Male,17,Right-Handed,180.3,30.5,180.2,1,Bus,10,0.355,30,Baseball/Softball,1,2,3,4,6,5,30.5,"Same length",76.2,76.4,"Ring finger",March,Summer,No,No,Seafood,Tea,History,8,5,2-3,"Yes - other","In person",1,32,8,1,1,6,2,4,3,1,5,5,4,1,Some,"High school",Country,"Freeze time",Rich,"Community leader or elder","Wildlife, animals"
USA,AL,2021,"12        ",Female,17,Right-Handed,160.0,20.5,160.0,1,Car,"5-10 ",.376,42,Dancing,1000,500,400,300,100,900,21.5,"Left foot",75,75,"Same length",August,Spring,Yes,No,Seafood,Water,English,5,8,3,"Yes - broadband connection","Internet chat or instant messaging",100,300,10,5,7,1,0,0,24,24,30,3,25,4,Some,"Graduate degree",Other,"Freeze time",Happy,Other,Environment
USA,AL,2023,"12        ",Female,18,Right-Handed,,,,1,Car,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AL,2023,"12        ",Male,18,Left-Handed,188,28.6,182.8,2,Car,25,0.352,53,Other,893,893,594,599,102,439,28.6,"Same length",30,35,"Ring finger",February,Winter,No,No,Poultry,Water,Other,7,10,4,"Yes - dial-up connection","Myspace, Facebook, other social networking sites, or blog",5,6,15,20,2,5,21,1,15,2,18,4,20,1,Some,"Some college",Reggae,Telepathy,Rich,Other,Health
USA,AL,2013,"11        ",Male,17,Right-Handed,185,27,140,1,Car,7,.314,40,Golf,529,283,684,626,139,155,26,"Right foot",87,95,"Ring finger",October,Fall,No,No,Vegetables,Tea,"Mathematics and statistics",5,6,6,"Yes - broadband connection","Text messaging",15,26,15,2,3,10,13,5,1,20,30,15,0,15,Some,"Graduate degree",Country,Invisibility,Happy,Friend,Health
USA,AL,2015,"12        ",Female,17,Right-Handed,180,24,177.4,1,Car,5,.804,44,Basketball,,,,,,,25,"Left foot",80,75,"Index finger",July,Summer,No,No,Seafood,Water,History,7,10,4,"Yes - broadband connection","Text messaging",40,50,25,1,5,28,12,0,8,80,20,15,0,5,"A lot","Graduate degree",Pop,Telepathy,Healthy,Relative,"International aid"
